"week","Loser","Winner","Wk","Date","Day","pts_w","pts_l","w_rank_coaches","w_rank_ap","l_rank_coaches","l_rank_ap","coach","ap"
2016-09-11,"northern illinois","san diego state","4",2016-09-17,"Sat","42","28",NA,NA,NA,NA,NA,NA
2016-09-11,"notre dame","michigan state","4",2016-09-17,"Sat","36","28",8,12,18,18,1,1
2016-09-11,"ohio","tennessee","4",2016-09-17,"Sat","28","19",15,15,NA,NA,1,1
2016-09-11,"oklahoma","ohio state","4",2016-09-17,"Sat","45","24",4,3,14,14,1,1
2016-09-11,"old dominion","north carolina state","4",2016-09-17,"Sat","49","22",NA,NA,NA,NA,NA,NA
2016-09-11,"oregon","nebraska","4",2016-09-17,"Sat","35","32",NA,NA,21,22,0,0
2016-09-11,"pittsburgh","oklahoma state","4",2016-09-17,"Sat","45","38",NA,NA,NA,NA,NA,NA
2016-09-11,"portland state","washington","4",2016-09-17,"Sat","41","3",9,8,NA,NA,1,1
2016-09-11,"rice","baylor","4",2016-09-16,"Fri","38","10",19,21,NA,NA,1,1
2016-09-11,"san jose state","utah","4",2016-09-17,"Sat","34","17",NA,NA,NA,NA,NA,NA
2016-09-11,"south alabama","louisiana","4",2016-09-17,"Sat","28","23",NA,NA,NA,NA,NA,NA
2016-09-11,"south carolina state","clemson","4",2016-09-17,"Sat","59","0",3,5,NA,NA,1,1
2016-09-11,"southern california","stanford","4",2016-09-17,"Sat","27","10",6,7,NA,NA,1,1
2016-09-11,"southern mississippi","troy","4",2016-09-17,"Sat","37","31",NA,NA,NA,NA,NA,NA
2016-09-11,"syracuse","south florida","4",2016-09-17,"Sat","45","20",NA,NA,NA,NA,NA,NA
2016-09-11,"temple","penn state","4",2016-09-17,"Sat","34","27",NA,NA,NA,NA,NA,NA
2016-09-11,"texas","california","4",2016-09-17,"Sat","50","43",NA,NA,16,11,0,0
2016-09-11,"texas state","arkansas","4",2016-09-17,"Sat","42","3",24,24,NA,NA,1,1
2016-09-11,"texas-el paso","army","4",2016-09-17,"Sat","66","14",NA,NA,NA,NA,NA,NA
2016-09-11,"texas-san antonio","arizona state","4",2016-09-16,"Fri","32","28",NA,NA,NA,NA,NA,NA
2016-09-11,"tulane","navy","4",2016-09-17,"Sat","21","14",NA,NA,NA,NA,NA,NA
2016-09-11,"vanderbilt","georgia tech","4",2016-09-17,"Sat","38","7",NA,NA,NA,NA,NA,NA
2016-09-11,"virginia","connecticut","4",2016-09-17,"Sat","13","10",NA,NA,NA,NA,NA,NA
2016-09-18,"akron","appalachian state","5",2016-09-24,"Sat","45","38",NA,NA,NA,NA,NA,NA
2016-09-18,"arizona","washington","5",2016-09-24,"Sat","35","28",9,9,NA,NA,1,1
2016-09-18,"arkansas","texas a&m","5",2016-09-24,"Sat","45","24",13,10,18,17,1,1
2016-09-18,"arkansas state","central arkansas","5",2016-09-24,"Sat","28","23",NA,NA,NA,NA,NA,NA
2016-09-18,"army","buffalo","5",2016-09-24,"Sat","23","20",NA,NA,NA,NA,NA,NA
2016-09-18,"bowling green state","memphis","5",2016-09-24,"Sat","77","3",NA,NA,NA,NA,NA,NA
2016-09-18,"brigham young","west virginia","5",2016-09-24,"Sat","35","32",NA,NA,NA,NA,NA,NA
2016-09-18,"california","arizona state","5",2016-09-24,"Sat","51","41",NA,NA,NA,NA,NA,NA
2016-09-18,"central michigan","virginia","5",2016-09-24,"Sat","49","35",NA,NA,NA,NA,NA,NA
2016-09-18,"charlotte","temple","5",2016-09-24,"Sat","48","20",NA,NA,NA,NA,NA,NA
2016-09-18,"colorado state","minnesota","5",2016-09-24,"Sat","31","24",NA,NA,NA,NA,NA,NA
2016-09-18,"connecticut","syracuse","5",2016-09-24,"Sat","31","24",NA,NA,NA,NA,NA,NA
2016-09-18,"delaware state","missouri","5",2016-09-24,"Sat","79","0",NA,NA,NA,NA,NA,NA
2016-09-18,"east carolina","virginia tech","5",2016-09-24,"Sat","54","17",NA,NA,NA,NA,NA,NA
2016-09-18,"florida","tennessee","5",2016-09-24,"Sat","38","28",12,14,16,19,1,1
2016-09-18,"florida atlantic","ball state","5",2016-09-24,"Sat","31","27",NA,NA,NA,NA,NA,NA
2016-09-18,"florida international","central florida","5",2016-09-24,"Sat","53","14",NA,NA,NA,NA,NA,NA
2016-09-18,"fresno state","tulsa","5",2016-09-24,"Sat","48","41",NA,NA,NA,NA,NA,NA
2016-09-18,"gardner-webb","ohio","5",2016-09-24,"Sat","37","21",NA,NA,NA,NA,NA,NA
2016-09-18,"georgia","mississippi","5",2016-09-24,"Sat","45","14",21,23,11,12,0,0
2016-09-18,"georgia southern","western michigan","5",2016-09-24,"Sat","49","31",NA,NA,NA,NA,NA,NA
2016-09-18,"georgia tech","clemson","5",2016-09-22,"Thu","26","7",3,5,NA,NA,1,1
2016-09-18,"indiana","wake forest","5",2016-09-24,"Sat","33","28",NA,NA,NA,NA,NA,NA
2016-09-18,"kent state","alabama","5",2016-09-24,"Sat","48","0",1,1,NA,NA,1,1
2016-09-18,"louisiana","tulane","5",2016-09-24,"Sat","41","39",NA,NA,NA,NA,NA,NA
2016-09-18,"louisiana state","auburn","5",2016-09-24,"Sat","18","13",NA,NA,17,18,0,0
2016-09-18,"louisiana tech","middle tennessee state","5",2016-09-24,"Sat","38","34",NA,NA,NA,NA,NA,NA
2016-09-18,"marshall","louisville","5",2016-09-24,"Sat","59","28",4,3,NA,NA,1,1
2016-09-18,"massachusetts","mississippi state","5",2016-09-24,"Sat","47","35",NA,NA,NA,NA,NA,NA
2016-09-18,"miami (oh)","cincinnati","5",2016-09-24,"Sat","27","20",NA,NA,NA,NA,NA,NA
2016-09-18,"michigan state","wisconsin","5",2016-09-24,"Sat","30","6",10,11,8,8,0,0
2016-09-18,"missouri state","kansas state","5",2016-09-24,"Sat","35","0",NA,NA,NA,NA,NA,NA
2016-09-18,"nevada","purdue","5",2016-09-24,"Sat","24","14",NA,NA,NA,NA,NA,NA
2016-09-18,"nevada-las vegas","idaho","5",2016-09-24,"Sat","33","30",NA,NA,NA,NA,NA,NA
2016-09-18,"new mexico state","troy","5",2016-09-24,"Sat","52","6",NA,NA,NA,NA,NA,NA
2016-09-18,"nicholls state","south alabama","5",2016-09-24,"Sat","41","40",NA,NA,NA,NA,NA,NA
2016-09-18,"northern illinois","western illinois","5",2016-09-24,"Sat","28","23",NA,NA,NA,NA,NA,NA
2016-09-18,"northwestern","nebraska","5",2016-09-24,"Sat","24","13",20,20,NA,NA,1,1
2016-09-18,"notre dame","duke","5",2016-09-24,"Sat","38","35",NA,NA,NA,NA,NA,NA
2016-09-18,"oklahoma state","baylor","5",2016-09-24,"Sat","35","24",15,16,NA,NA,1,1
2016-09-18,"oregon","colorado","5",2016-09-24,"Sat","41","38",NA,NA,NA,NA,NA,NA
2016-09-18,"oregon state","boise state","5",2016-09-24,"Sat","38","24",NA,NA,NA,NA,NA,NA
2016-09-18,"penn state","michigan","5",2016-09-24,"Sat","49","10",5,4,NA,NA,1,1
2016-09-18,"pittsburgh","north carolina","5",2016-09-24,"Sat","37","36",NA,NA,NA,NA,NA,NA
2016-09-18,"rice","north texas","5",2016-09-24,"Sat","42","35",NA,NA,NA,NA,NA,NA
2016-09-18,"rutgers","iowa","5",2016-09-24,"Sat","14","7",25,NA,NA,NA,1,NA
2016-09-18,"san jose state","iowa state","5",2016-09-24,"Sat","44","10",NA,NA,NA,NA,NA,NA
2016-09-18,"south carolina","kentucky","5",2016-09-24,"Sat","17","10",NA,NA,NA,NA,NA,NA
2016-09-18,"south florida","florida state","5",2016-09-24,"Sat","55","35",14,13,NA,NA,1,1
2016-09-18,"southern california","utah","5",2016-09-23,"Fri","31","27",23,24,NA,NA,1,1
2016-09-18,"southern methodist","texas christian","5",2016-09-23,"Fri","33","3",21,NA,NA,NA,1,NA
2016-09-18,"texas state","houston","5",2016-09-24,"Sat","64","3",7,6,NA,NA,1,1
2016-09-18,"texas-el paso","southern mississippi","5",2016-09-24,"Sat","34","7",NA,NA,NA,NA,NA,NA
2016-09-18,"texas-san antonio","old dominion","5",2016-09-24,"Sat","33","19",NA,NA,NA,NA,NA,NA
2016-09-18,"ucla","stanford","5",2016-09-24,"Sat","22","13",6,7,NA,NA,1,1
2016-09-18,"utah state","air force","5",2016-09-24,"Sat","27","20",NA,NA,NA,NA,NA,NA
2016-09-18,"wagner","boston college","5",2016-09-24,"Sat","42","10",NA,NA,NA,NA,NA,NA
2016-09-18,"western kentucky","vanderbilt","5",2016-09-24,"Sat","31","30",NA,NA,NA,NA,NA,NA
2016-09-18,"wyoming","eastern michigan","5",2016-09-23,"Fri","27","24",NA,NA,NA,NA,NA,NA
2016-09-25,"connecticut","houston","6",2016-09-29,"Thu","42","14",7,6,NA,NA,1,1
2016-09-25,"kansas","texas tech","6",2016-09-29,"Thu","55","19",NA,NA,NA,NA,NA,NA
2016-09-25,"stanford","washington","6",2016-09-30,"Fri","44","6",9,10,6,7,0,0
2016-09-25,"toledo","brigham young","6",2016-09-30,"Fri","55","53",NA,NA,NA,NA,NA,NA
2016-10-01,"air force","wyoming","7",2016-10-08,"Sat","35","26",NA,NA,NA,NA,NA,NA
2016-10-01,"alcorn state","arkansas","6",2016-10-01,"Sat","52","10",17,16,NA,NA,1,1
2016-10-01,"arizona","ucla","6",2016-10-01,"Sat","45","24",NA,NA,NA,NA,NA,NA
2016-10-01,"arizona","utah","7",2016-10-08,"Sat","36","23",24,24,NA,NA,1,1
2016-10-01,"arizona state","southern california","6",2016-10-01,"Sat","41","20",NA,NA,NA,NA,NA,NA
2016-10-01,"arkansas","alabama","7",2016-10-08,"Sat","49","30",1,1,17,16,1,1
2016-10-01,"army","duke","7",2016-10-08,"Sat","13","6",NA,NA,NA,NA,NA,NA
2016-10-01,"ball state","central michigan","7",2016-10-08,"Sat","24","21",NA,NA,NA,NA,NA,NA
2016-10-01,"ball state","northern illinois","6",2016-10-01,"Sat","31","24",NA,NA,NA,NA,NA,NA
2016-10-01,"boston college","clemson","7",2016-10-07,"Fri","56","10",3,3,NA,NA,1,1
2016-10-01,"bowling green state","eastern michigan","6",2016-10-01,"Sat","28","25",NA,NA,NA,NA,NA,NA
2016-10-01,"bowling green state","ohio","7",2016-10-08,"Sat","30","24",NA,NA,NA,NA,NA,NA
2016-10-01,"buffalo","boston college","6",2016-10-01,"Sat","35","3",NA,NA,NA,NA,NA,NA
2016-10-01,"buffalo","kent state","7",2016-10-08,"Sat","44","20",NA,NA,NA,NA,NA,NA
2016-10-01,"california","oregon state","7",2016-10-08,"Sat","47","44",NA,NA,NA,NA,NA,NA
2016-10-01,"central michigan","western michigan","6",2016-10-01,"Sat","49","10",25,NA,NA,NA,1,NA
2016-10-01,"charlotte","old dominion","6",2016-10-01,"Sat","52","17",NA,NA,NA,NA,NA,NA
2016-10-01,"cincinnati","connecticut","7",2016-10-08,"Sat","20","9",NA,NA,NA,NA,NA,NA
2016-10-01,"cincinnati","south florida","6",2016-10-01,"Sat","45","20",NA,NA,NA,NA,NA,NA
2016-10-01,"colorado","southern california","7",2016-10-08,"Sat","21","17",NA,NA,23,21,0,0
2016-10-01,"colorado state","wyoming","6",2016-10-01,"Sat","38","17",NA,NA,NA,NA,NA,NA
2016-10-01,"duke","virginia","6",2016-10-01,"Sat","34","20",NA,NA,NA,NA,NA,NA
2016-10-01,"east carolina","central florida","6",2016-10-01,"Sat","47","29",NA,NA,NA,NA,NA,NA
2016-10-01,"east carolina","south florida","7",2016-10-08,"Sat","38","22",NA,NA,NA,NA,NA,NA
2016-10-01,"eastern michigan","toledo","7",2016-10-08,"Sat","35","20",NA,NA,NA,NA,NA,NA
2016-10-01,"florida atlantic","florida international","6",2016-10-01,"Sat","33","31",NA,NA,NA,NA,NA,NA
2016-10-01,"florida state","north carolina","6",2016-10-01,"Sat","37","35",16,17,21,23,1,1
2016-10-01,"fresno state","nevada-las vegas","6",2016-10-01,"Sat","45","20",NA,NA,NA,NA,NA,NA
2016-10-01,"fresno state","nevada","7",2016-10-08,"Sat","27","22",NA,NA,NA,NA,NA,NA
2016-10-01,"georgia","tennessee","6",2016-10-01,"Sat","34","31",9,9,NA,NA,1,1
2016-10-01,"georgia southern","arkansas state","7",2016-10-05,"Wed","27","26",NA,NA,NA,NA,NA,NA
2016-10-01,"georgia state","appalachian state","6",2016-10-01,"Sat","17","3",NA,NA,NA,NA,NA,NA
2016-10-01,"georgia tech","pittsburgh","7",2016-10-08,"Sat","37","34",NA,NA,NA,NA,NA,NA
2016-10-01,"georgia tech","miami (fl)","6",2016-10-01,"Sat","35","21",10,10,NA,NA,1,1
2016-10-01,"houston","navy","7",2016-10-08,"Sat","46","40",NA,NA,5,6,0,0
2016-10-01,"houston baptist","western kentucky","6",2016-10-01,"Sat","50","3",NA,NA,NA,NA,NA,NA
2016-10-01,"idaho","troy","6",2016-10-01,"Sat","34","13",NA,NA,NA,NA,NA,NA
2016-10-01,"illinois","purdue","7",2016-10-08,"Sat","34","31",NA,NA,NA,NA,NA,NA
2016-10-01,"illinois","nebraska","6",2016-10-01,"Sat","31","16",12,12,NA,NA,1,1
2016-10-01,"incarnate word","texas state","6",2016-10-01,"Sat","48","17",NA,NA,NA,NA,NA,NA
2016-10-01,"indiana","ohio state","7",2016-10-08,"Sat","38","17",2,2,NA,NA,1,1
2016-10-01,"iowa","northwestern","6",2016-10-01,"Sat","38","31",NA,NA,NA,NA,NA,NA
2016-10-01,"iowa state","baylor","6",2016-10-01,"Sat","45","42",11,13,NA,NA,1,1
2016-10-01,"iowa state","oklahoma state","7",2016-10-08,"Sat","38","31",NA,NA,NA,NA,NA,NA
2016-10-01,"kansas","texas christian","7",2016-10-08,"Sat","24","23",NA,NA,NA,NA,NA,NA
2016-10-01,"kansas state","west virginia","6",2016-10-01,"Sat","17","16",20,22,NA,NA,1,1
2016-10-01,"kent state","akron","6",2016-10-01,"Sat","31","27",NA,NA,NA,NA,NA,NA
2016-10-01,"kentucky","alabama","6",2016-10-01,"Sat","34","6",1,1,NA,NA,1,1
2016-10-01,"louisiana","new mexico state","6",2016-10-01,"Sat","37","31",NA,NA,NA,NA,NA,NA
2016-10-01,"louisiana-monroe","auburn","6",2016-10-01,"Sat","58","7",NA,NA,NA,NA,NA,NA
2016-10-01,"louisiana-monroe","idaho","7",2016-10-08,"Sat","34","31",NA,NA,NA,NA,NA,NA
2016-10-01,"louisville","clemson","6",2016-10-01,"Sat","42","36",3,3,8,7,1,1
2016-10-01,"marshall","north texas","7",2016-10-08,"Sat","38","21",NA,NA,NA,NA,NA,NA
2016-10-01,"marshall","pittsburgh","6",2016-10-01,"Sat","43","27",NA,NA,NA,NA,NA,NA
2016-10-01,"maryland","penn state","7",2016-10-08,"Sat","38","14",NA,NA,NA,NA,NA,NA
2016-10-01,"massachusetts","tulane","6",2016-10-01,"Sat","31","24",NA,NA,NA,NA,NA,NA
2016-10-01,"massachusetts","old dominion","7",2016-10-07,"Fri","36","16",NA,NA,NA,NA,NA,NA
2016-10-01,"memphis","mississippi","6",2016-10-01,"Sat","48","28",14,14,NA,NA,1,1
2016-10-01,"miami (fl)","florida state","7",2016-10-08,"Sat","20","19",21,23,10,10,0,0
2016-10-01,"miami (oh)","akron","7",2016-10-08,"Sat","35","13",NA,NA,NA,NA,NA,NA
2016-10-01,"miami (oh)","ohio","6",2016-10-01,"Sat","17","7",NA,NA,NA,NA,NA,NA
2016-10-01,"michigan state","indiana","6",2016-10-01,"Sat","24","21",NA,NA,NA,NA,NA,NA
2016-10-01,"michigan state","brigham young","7",2016-10-08,"Sat","31","14",NA,NA,NA,NA,NA,NA
2016-10-01,"minnesota","iowa","7",2016-10-08,"Sat","14","7",NA,NA,NA,NA,NA,NA
2016-10-01,"minnesota","penn state","6",2016-10-01,"Sat","29","26",NA,NA,NA,NA,NA,NA
2016-10-01,"mississippi state","auburn","7",2016-10-08,"Sat","38","14",NA,NA,NA,NA,NA,NA
2016-10-01,"missouri","louisiana state","6",2016-10-01,"Sat","42","7",NA,NA,NA,NA,NA,NA
2016-10-01,"navy","air force","6",2016-10-01,"Sat","28","14",NA,NA,NA,NA,NA,NA
2016-10-01,"nevada","hawaii","6",2016-10-01,"Sat","38","17",NA,NA,NA,NA,NA,NA
2016-10-01,"nevada-las vegas","san diego state","7",2016-10-08,"Sat","26","7",NA,NA,NA,NA,NA,NA
2016-10-01,"new mexico","boise state","7",2016-10-07,"Fri","49","21",19,19,NA,NA,1,1
2016-10-01,"north carolina","virginia tech","7",2016-10-08,"Sat","34","3",NA,25,16,17,0,0
2016-10-01,"north texas","middle tennessee state","6",2016-10-01,"Sat","30","13",NA,NA,NA,NA,NA,NA
2016-10-01,"northern illinois","western michigan","7",2016-10-08,"Sat","45","30",25,NA,NA,NA,1,NA
2016-10-01,"notre dame","north carolina state","7",2016-10-08,"Sat","10","3",NA,NA,NA,NA,NA,NA
2016-10-01,"oregon","washington","7",2016-10-08,"Sat","70","21",6,5,NA,NA,1,1
2016-10-01,"oregon","washington state","6",2016-10-01,"Sat","51","33",NA,NA,NA,NA,NA,NA
2016-10-01,"oregon state","colorado","6",2016-10-01,"Sat","47","6",23,21,NA,NA,1,1
2016-10-01,"purdue","maryland","6",2016-10-01,"Sat","50","7",NA,NA,NA,NA,NA,NA
2016-10-01,"rice","southern mississippi","6",2016-10-01,"Sat","44","28",NA,NA,NA,NA,NA,NA
2016-10-01,"rutgers","michigan","7",2016-10-08,"Sat","78","0",4,4,NA,NA,1,1
2016-10-01,"rutgers","ohio state","6",2016-10-01,"Sat","58","0",2,2,NA,NA,1,1
2016-10-01,"san diego state","south alabama","6",2016-10-01,"Sat","42","24",NA,NA,NA,NA,NA,NA
2016-10-01,"san jose state","hawaii","7",2016-10-08,"Sat","34","17",NA,NA,NA,NA,NA,NA
2016-10-01,"san jose state","new mexico","6",2016-10-01,"Sat","48","41",NA,NA,NA,NA,NA,NA
2016-10-01,"south carolina","texas a&m","6",2016-10-01,"Sat","24","13",7,8,NA,NA,1,1
2016-10-01,"southern methodist","temple","6",2016-10-01,"Sat","45","20",NA,NA,NA,NA,NA,NA
2016-10-01,"southern methodist","tulsa","7",2016-10-07,"Fri","43","40",NA,NA,NA,NA,NA,NA
2016-10-01,"southern mississippi","texas-san antonio","7",2016-10-08,"Sat","55","32",NA,NA,NA,NA,NA,NA
2016-10-01,"stanford","washington state","7",2016-10-08,"Sat","42","16",NA,NA,15,15,0,0
2016-10-01,"syracuse","wake forest","7",2016-10-08,"Sat","28","9",NA,NA,NA,NA,NA,NA
2016-10-01,"syracuse","notre dame","6",2016-10-01,"Sat","50","33",NA,NA,NA,NA,NA,NA
2016-10-01,"temple","memphis","7",2016-10-06,"Thu","34","27",NA,NA,NA,NA,NA,NA
2016-10-01,"tennessee","texas a&m","7",2016-10-08,"Sat","45","38",7,8,9,9,1,1
2016-10-01,"texas","oklahoma","7",2016-10-08,"Sat","45","40",22,20,NA,NA,1,1
2016-10-01,"texas","oklahoma state","6",2016-10-01,"Sat","49","31",NA,NA,NA,NA,NA,NA
2016-10-01,"texas christian","oklahoma","6",2016-10-01,"Sat","52","46",22,20,NA,NA,1,1
2016-10-01,"texas state","georgia state","7",2016-10-08,"Sat","41","21",NA,NA,NA,NA,NA,NA
2016-10-01,"texas tech","kansas state","7",2016-10-08,"Sat","44","38",NA,NA,NA,NA,NA,NA
2016-10-01,"texas-el paso","louisiana tech","6",2016-10-01,"Sat","28","7",NA,NA,NA,NA,NA,NA
2016-10-01,"texas-el paso","florida international","7",2016-10-08,"Sat","35","21",NA,NA,NA,NA,NA,NA
2016-10-01,"ucla","arizona state","7",2016-10-08,"Sat","23","20",NA,NA,NA,NA,NA,NA
2016-10-01,"utah","california","6",2016-10-01,"Sat","28","23",NA,NA,24,24,0,0
2016-10-01,"utah state","colorado state","7",2016-10-08,"Sat","31","24",NA,NA,NA,NA,NA,NA
2016-10-01,"utah state","boise state","6",2016-10-01,"Sat","21","10",19,19,NA,NA,1,1
2016-10-01,"vanderbilt","florida","6",2016-10-01,"Sat","13","6",18,18,NA,NA,1,1
2016-10-01,"vanderbilt","kentucky","7",2016-10-08,"Sat","20","13",NA,NA,NA,NA,NA,NA
2016-10-01,"wake forest","north carolina state","6",2016-10-01,"Sat","33","16",NA,NA,NA,NA,NA,NA
2016-10-01,"western kentucky","louisiana tech","7",2016-10-06,"Thu","55","52",NA,NA,NA,NA,NA,NA
2016-10-01,"wisconsin","michigan","6",2016-10-01,"Sat","14","7",4,4,13,11,1,1
2016-10-09,"air force","new mexico","8",2016-10-15,"Sat","45","40",NA,NA,NA,NA,NA,NA
2016-10-09,"akron","western michigan","8",2016-10-15,"Sat","41","0",23,24,NA,NA,1,1
2016-10-09,"arizona","southern california","8",2016-10-15,"Sat","48","14",NA,NA,NA,NA,NA,NA
2016-10-09,"arizona state","colorado","8",2016-10-15,"Sat","40","16",NA,NA,24,NA,0,NA
2016-10-09,"bowling green state","toledo","8",2016-10-15,"Sat","42","35",NA,NA,NA,NA,NA,NA
2016-10-09,"buffalo","ball state","8",2016-10-15,"Sat","31","21",NA,NA,NA,NA,NA,NA
2016-10-09,"central florida","temple","8",2016-10-15,"Sat","26","25",NA,NA,NA,NA,NA,NA
2016-10-09,"charlotte","florida international","8",2016-10-15,"Sat","27","26",NA,NA,NA,NA,NA,NA
2016-10-09,"colorado state","boise state","8",2016-10-15,"Sat","28","23",15,15,NA,NA,1,1
2016-10-09,"connecticut","south florida","8",2016-10-15,"Sat","42","27",NA,NA,NA,NA,NA,NA
2016-10-09,"duke","louisville","8",2016-10-14,"Fri","24","14",7,7,NA,NA,1,1
2016-10-09,"florida atlantic","marshall","8",2016-10-15,"Sat","27","21",NA,NA,NA,NA,NA,NA
2016-10-09,"florida atlantic","charlotte","7",2016-10-09,"Sun","28","23",NA,NA,NA,NA,NA,NA
2016-10-09,"fresno state","san diego state","8",2016-10-14,"Fri","17","3",NA,NA,NA,NA,NA,NA
2016-10-09,"georgia","vanderbilt","8",2016-10-15,"Sat","17","16",NA,NA,NA,NA,NA,NA
2016-10-09,"georgia southern","georgia tech","8",2016-10-15,"Sat","35","24",NA,NA,NA,NA,NA,NA
2016-10-09,"georgia state","troy","8",2016-10-15,"Sat","31","21",NA,NA,NA,NA,NA,NA
2016-10-09,"hawaii","nevada-las vegas","8",2016-10-15,"Sat","41","38",NA,NA,NA,NA,NA,NA
2016-10-09,"indiana","nebraska","8",2016-10-15,"Sat","27","22",9,10,NA,NA,1,1
2016-10-09,"iowa state","texas","8",2016-10-15,"Sat","27","6",NA,NA,NA,NA,NA,NA
2016-10-09,"kansas","baylor","8",2016-10-15,"Sat","49","7",8,11,NA,NA,1,1
2016-10-09,"kansas state","oklahoma","8",2016-10-15,"Sat","38","17",20,19,NA,NA,1,1
2016-10-09,"kent state","miami (oh)","8",2016-10-15,"Sat","18","14",NA,NA,NA,NA,NA,NA
2016-10-09,"lafayette","army","8",2016-10-15,"Sat","62","7",NA,NA,NA,NA,NA,NA
2016-10-09,"louisiana","appalachian state","8",2016-10-12,"Wed","24","0",NA,NA,NA,NA,NA,NA
2016-10-09,"maryland","minnesota","8",2016-10-15,"Sat","31","10",NA,NA,NA,NA,NA,NA
2016-10-09,"massachusetts","louisiana tech","8",2016-10-15,"Sat","56","28",NA,NA,NA,NA,NA,NA
2016-10-09,"miami (fl)","north carolina","8",2016-10-15,"Sat","20","13",NA,NA,17,16,0,0
2016-10-09,"michigan state","northwestern","8",2016-10-15,"Sat","54","40",NA,NA,NA,NA,NA,NA
2016-10-09,"middle tennessee state","western kentucky","8",2016-10-15,"Sat","44","43",NA,NA,NA,NA,NA,NA
2016-10-09,"mississippi","arkansas","8",2016-10-15,"Sat","34","30",22,22,13,12,0,0
2016-10-09,"mississippi state","brigham young","8",2016-10-14,"Fri","28","21",NA,NA,NA,NA,NA,NA
2016-10-09,"missouri","florida","8",2016-10-15,"Sat","40","14",14,18,NA,NA,1,1
2016-10-09,"nevada","san jose state","8",2016-10-15,"Sat","14","10",NA,NA,NA,NA,NA,NA
2016-10-09,"new mexico state","idaho","8",2016-10-15,"Sat","55","23",NA,NA,NA,NA,NA,NA
2016-10-09,"north carolina state","clemson","8",2016-10-15,"Sat","24","17",3,3,NA,NA,1,1
2016-10-09,"northern illinois","central michigan","8",2016-10-15,"Sat","34","28",NA,NA,NA,NA,NA,NA
2016-10-09,"notre dame","stanford","8",2016-10-15,"Sat","17","10",NA,NA,NA,NA,NA,NA
2016-10-09,"ohio","eastern michigan","8",2016-10-15,"Sat","27","20",NA,NA,NA,NA,NA,NA
2016-10-09,"oregon state","utah","8",2016-10-15,"Sat","19","14",21,21,NA,NA,1,1
2016-10-09,"purdue","iowa","8",2016-10-15,"Sat","49","35",NA,NA,NA,NA,NA,NA
2016-10-09,"rice","texas-san antonio","8",2016-10-15,"Sat","14","13",NA,NA,NA,NA,NA,NA
2016-10-09,"rutgers","illinois","8",2016-10-15,"Sat","24","7",NA,NA,NA,NA,NA,NA
2016-10-09,"south alabama","arkansas state","8",2016-10-15,"Sat","17","7",NA,NA,NA,NA,NA,NA
2016-10-09,"south carolina","georgia","7",2016-10-09,"Sun","28","14",NA,NA,NA,NA,NA,NA
2016-10-09,"southern mississippi","louisiana state","8",2016-10-15,"Sat","45","10",25,NA,NA,NA,1,NA
2016-10-09,"tennessee","alabama","8",2016-10-15,"Sat","49","10",1,1,11,9,1,1
2016-10-09,"texas state","louisiana-monroe","8",2016-10-15,"Sat","40","34",NA,NA,NA,NA,NA,NA
2016-10-09,"texas tech","west virginia","8",2016-10-15,"Sat","48","17",18,20,NA,NA,1,1
2016-10-09,"tulane","memphis","8",2016-10-14,"Fri","24","14",NA,NA,NA,NA,NA,NA
2016-10-09,"tulsa","houston","8",2016-10-15,"Sat","38","31",12,13,NA,NA,1,1
2016-10-09,"ucla","washington state","8",2016-10-15,"Sat","27","21",NA,NA,NA,NA,NA,NA
2016-10-09,"virginia","pittsburgh","8",2016-10-15,"Sat","45","31",NA,NA,NA,NA,NA,NA
2016-10-09,"virginia tech","syracuse","8",2016-10-15,"Sat","31","17",NA,NA,19,17,0,0
2016-10-09,"wake forest","florida state","8",2016-10-15,"Sat","17","6",16,14,NA,NA,1,1
2016-10-09,"wisconsin","ohio state","8",2016-10-15,"Sat","30","23",2,2,10,8,1,1
2016-10-16,"air force","hawaii","9",2016-10-22,"Sat","34","27",NA,NA,NA,NA,NA,NA
2016-10-16,"arizona state","washington state","9",2016-10-22,"Sat","37","32",NA,NA,NA,NA,NA,NA
2016-10-16,"arkansas","auburn","9",2016-10-22,"Sat","56","3",24,21,17,17,0,0
2016-10-16,"army","north texas","9",2016-10-22,"Sat","35","18",NA,NA,NA,NA,NA,NA
2016-10-16,"ball state","akron","9",2016-10-22,"Sat","35","25",NA,NA,NA,NA,NA,NA
2016-10-16,"boston college","syracuse","9",2016-10-22,"Sat","28","20",NA,NA,NA,NA,NA,NA
2016-10-16,"bowling green state","miami (oh)","9",2016-10-22,"Sat","40","26",NA,NA,NA,NA,NA,NA
2016-10-16,"brigham young","boise state","9",2016-10-20,"Thu","28","27",14,14,NA,NA,1,1
2016-10-16,"buffalo","northern illinois","9",2016-10-22,"Sat","44","7",NA,NA,NA,NA,NA,NA
2016-10-16,"central michigan","toledo","9",2016-10-22,"Sat","31","17",NA,NA,NA,NA,NA,NA
2016-10-16,"connecticut","central florida","9",2016-10-22,"Sat","24","16",NA,NA,NA,NA,NA,NA
2016-10-16,"east carolina","cincinnati","9",2016-10-22,"Sat","31","19",NA,NA,NA,NA,NA,NA
2016-10-16,"eastern michigan","western michigan","9",2016-10-22,"Sat","45","31",20,20,NA,NA,1,1
2016-10-16,"florida international","louisiana tech","9",2016-10-22,"Sat","44","24",NA,NA,NA,NA,NA,NA
